service_date|day_type|bus|rail_boardings|total_rides
2007-11-15|W|1056246|653620|1709866
2007-11-16|W|1063833|645494|1709327
2007-11-17|A|651609|373784|1025393
2007-11-18|U|451689|224895|676584
2007-11-19|W|1045626|628079|1673705
2007-11-20|W|1055688|638081|1693769
2007-11-21|W|933046|578739|1511785
2007-11-22|U|294447|157890|452337
2007-11-23|W|619195|356064|975259
2007-11-24|A|541464|285732|827196
2007-11-25|U|396237|221021|617258
2007-11-26|W|1009519|612439|1621958
2007-11-27|W|1044685|629784|1674469
2007-11-28|W|1030447|627268|1657715
2007-11-29|W|1015386|625742|1641128
2007-11-30|W|1064598|631624|1696222
2007-12-01|A|606838|307004|913842
2007-12-02|U|423280|219797|643077
2007-12-03|W|1064265|605852|1670117
2007-12-04|W|1082140|625524|1707664
2007-12-05|W|1024462|623607|1648069
2007-12-06|W|1029586|619960|1649546
2007-12-07|W|956775|609732|1566507
2007-12-08|A|636461|326501|962962
2007-12-09|U|423634|215699|639333
2007-12-10|W|1036018|597674|1633692
2007-12-11|W|1002470|605203|1607673
2007-12-12|W|1051962|615293|1667255
2007-12-13|W|1039827|615948|1655775
2007-12-14|W|1045488|611182|1656670
2007-12-15|A|606795|316867|923662
2007-12-16|U|412777|215055|627832
2007-12-17|W|968005|564404|1532409
2007-12-18|W|1009642|582487|1592129
2007-12-19|W|1027855|587683|1615538
2007-12-20|W|1016117|578637|1594754
2007-12-21|W|1014168|563789|1577957
2007-12-22|A|613180|290854|904034
2007-12-23|U|347895|184560|532455
2007-12-24|W|531176|252649|783825
2007-12-25|U|249699|111582|361281
2007-12-26|W|707668|399662|1107330
2007-12-27|W|773602|462843|1236445
2007-12-28|W|747807|463830|1211637
2007-12-29|A|546998|277819|824817
2007-12-30|U|412003|232213|644216
2007-12-31|W|669463|405727|1075190
2008-01-01|U|295571|174243|469814
2008-01-02|W|699149|471241|1170390
2008-01-03|W|783950|517492|1301442
2008-01-04|W|851632|537002|1388634
2008-01-05|A|568839|280264|849103
2008-01-06|U|415385|207391|622776
2008-01-07|W|988485|588092|1576577
2008-01-08|W|990597|592632|1583229
2008-01-09|W|1023189|604515|1627704
2008-01-10|W|998489|602398|1600887
2008-01-11|W|1022368|602428|1624796
2008-01-12|A|604388|299546|903934
2008-01-13|U|391645|202380|594025
2008-01-14|W|996258|607357|1603615
2008-01-15|W|1013209|616432|1629641
2008-01-16|W|1041939|626138|1668077
2008-01-17|W|998608|619823|1618431
2008-01-18|W|959859|585432|1545291
2008-01-19|A|414819|231306|646125
2008-01-20|U|291354|168692|460046
2008-01-21|W|611887|382753|994640
2008-01-22|W|992432|615285|1607717
2008-01-23|W|974052|605979|1580031
2008-01-24|W|910998|588279|1499277
2008-01-25|W|859813|565226|1425039
2008-01-26|A|572085|293979|866064
2008-01-27|U|413581|213177|626758
2008-01-28|W|1025845|623259|1649104
2008-01-29|W|1011729|627428|1639157
2008-01-30|W|882014|580657|1462671
2008-01-31|W|961357|626504|1587861
2008-02-01|W|911151|593534|1504685
2008-02-02|A|627807|320544|948351
2008-02-03|U|416661|216443|633104
2008-02-04|W|1004041|608975|1613016
2008-02-05|W|1058756|632513|1691269
2008-02-06|W|925504|609115|1534619
2008-02-07|W|1028104|633781|1661885
2008-02-08|W|1031968|622837|1654805
2008-02-09|A|627412|319751|947163
2008-02-10|U|300232|176228|476460
2008-02-11|W|818840|559672|1378512
2008-02-12|W|819820|553554|1373374
2008-02-13|W|1039517|630232|1669749
2008-02-14|W|1074632|640598|1715230
2008-02-15|W|1036232|618258|1654490
2008-02-16|A|649814|336935|986749
2008-02-17|U|411858|218846|630704
2008-02-18|W|715974|456610|1172584
2008-02-19|W|967658|595964|1563622
2008-02-20|W|961552|601847|1563399
2008-02-21|W|1001382|615384|1616766
2008-02-22|W|1021900|610589|1632489
2008-02-23|A|648822|325327|974149
2008-02-24|U|439134|222548|661682
2008-02-25|W|1003187|602866|1606053
2008-02-26|W|970886|605240|1576126
2008-02-27|W|1019462|617002|1636464
2008-02-28|W|1028392|620602|1648994
2008-02-29|W|1049773|618230|1668003
2008-03-01|A|668866|322061|990927
2008-03-02|U|465660|229531|695191
2008-03-03|W|890785|556767|1447552
2008-03-04|W|1053813|619343|1673156
2008-03-05|W|1059027|620660|1679687
2008-03-06|W|1055418|624362|1679780
2008-03-07|W|1031200|604635|1635835
2008-03-08|A|590236|294749|884985
2008-03-09|U|415621|215690|631311
2008-03-10|W|1024901|606737|1631638
2008-03-11|W|1062865|633917|1696782
2008-03-12|W|1068268|640051|1708319
2008-03-13|W|1070019|642018|1712037
2008-03-14|W|1077635|647279|1724914
2008-03-15|A|645518|407380|1052898
2008-03-16|U|447363|243823|691186
2008-03-17|W|897500|584885|1482385
2008-03-18|W|909978|593247|1503225
2008-03-19|W|945983|608639|1554622
2008-03-20|W|955273|600735|1556008
2008-03-21|W|767583|493573|1261156
2008-03-22|A|589688|288852|878540
2008-03-23|U|401640|192284|593924
2008-03-24|W|1001268|570762|1572030
2008-03-25|W|1036465|596853|1633318
2008-03-26|W|1050176|603440|1653616
2008-03-27|W|986130|588572|1574702
2008-03-28|W|1053516|604448|1657964
2008-03-29|A|688035|319080|1007115
2008-03-30|U|442777|233663|676440
2008-03-31|W|1008940|622143|1631083
2008-04-01|W|1114418|637976|1752394
2008-04-02|W|1118495|661969|1780464
2008-04-03|W|1112511|663802|1776313
2008-04-04|W|1115690|653351|1769041
2008-04-05|A|765299|356215|1121514
2008-04-06|U|523895|249096|772991
2008-04-07|W|1084375|638419|1722794
2008-04-08|W|1063269|628618|1691887
2008-04-09|W|1092341|646940|1739281
2008-04-10|W|994944|620427|1615371
2008-04-11|W|999556|629067|1628623
2008-04-12|A|664161|302616|966777
2008-04-13|U|479293|216008|695301
2008-04-14|W|1088485|635754|1724239
2008-04-15|W|1127401|649135|1776536
2008-04-16|W|1064026|661463|1725489
2008-04-17|W|1091387|665873|1757260
2008-04-18|W|1097367|652105|1749472
2008-04-19|A|686540|340662|1027202
2008-04-20|U|519280|266945|786225
2008-04-21|W|1088521|651232|1739753
2008-04-22|W|1085729|671423|1757152
2008-04-23|W|1055157|650232|1705389
2008-04-24|W|1021163|649514|1670677
2008-04-25|W|1054844|629468|1684312
2008-04-26|A|698927|319314|1018241
2008-04-27|U|481571|225896|707467
2008-04-28|W|1009567|606882|1616449
2008-04-29|W|1091930|652034|1743964
2008-04-30|W|1104713|662503|1767216
2008-05-01|W|1129443|680679|1810122
2008-05-02|W|1082350|641332|1723682
2008-05-03|A|716121|344446|1060567
2008-05-04|U|536640|245821|782461
2008-05-05|W|1111775|633266|1745041
2008-05-06|W|1122716|651484|1774200
2008-05-07|W|1045666|631068|1676734
2008-05-08|W|1112033|655364|1767397
2008-05-09|W|1117011|659889|1776900
2008-05-10|A|742741|326525|1069266
2008-05-11|U|409987|193452|603439
2008-05-12|W|1070403|630574|1700977
2008-05-13|W|1092576|652724|1745300
2008-05-14|W|1083589|650904|1734493
2008-05-15|W|1092014|662730|1754744
2008-05-16|W|1110816|668057|1778873
2008-05-17|A|749048|350884|1099932
2008-05-18|U|518114|248679|766793
2008-05-19|W|1076847|614865|1691712
2008-05-20|W|1085719|634661|1720380
2008-05-21|W|1108988|647342|1756330
2008-05-22|W|1097500|649513|1747013
2008-05-23|W|1074370|622769|1697139
2008-05-24|A|692374|371905|1064279
2008-05-25|U|502997|284612|787609
2008-05-26|U|460848|274870|735718
2008-05-27|W|1026141|626634|1652775
2008-05-28|W|1105899|647402|1753301
2008-05-29|W|1090598|653634|1744232
2008-05-30|W|1079526|637842|1717368
2008-05-31|A|788945|374327|1163272
2008-06-01|U|566162|279274|845436
2008-06-02|W|1098574|638006|1736580
2008-06-03|W|1073873|643040|1716913
2008-06-04|W|1114498|656098|1770596
2008-06-05|W|1104182|673642|1777824
2008-06-06|W|1087144|661938|1749082
2008-06-07|A|708308|358623|1066931
2008-06-08|U|494209|281814|776023
2008-06-09|W|1032999|630410|1663409
2008-06-10|W|1117614|685952|1803566
2008-06-11|W|1100852|696784|1797636
2008-06-12|W|1026283|681143|1707426
2008-06-13|W|1084190|655268|1739458
2008-06-14|A|785252|368109|1153361
2008-06-15|U|495972|235961|731933
2008-06-16|W|999214|614395|1613609
2008-06-17|W|1033341|643362|1676703
2008-06-18|W|1043814|654284|1698098
2008-06-19|W|1037717|659852|1697569
2008-06-20|W|996558|662324|1658882
2008-06-21|A|741561|399150|1140711
2008-06-22|U|531761|282226|813987
2008-06-23|W|1019631|625987|1645618
2008-06-24|W|1046337|666522|1712859
2008-06-25|W|1005969|662936|1668905
2008-06-26|W|1052301|685526|1737827
2008-06-27|W|1019687|693555|1713242
2008-06-28|A|730245|483016|1213261
2008-06-29|U|505046|412562|917608
2008-06-30|W|1037295|679631|1716926
2008-07-01|W|1098281|694175|1792456
2008-07-02|W|1043654|675750|1719404
2008-07-03|W|1143777|905742|2049519
2008-07-04|U|606974|421170|1028144
2008-07-05|A|675949|409554|1085503
2008-07-06|U|520542|324341|844883
2008-07-07|W|990782|608485|1599267
2008-07-08|W|1052665|666338|1719003
2008-07-09|W|1093064|686636|1779700
2008-07-10|W|1029219|674645|1703864
2008-07-11|W|1059114|682404|1741518
2008-07-12|A|718369|361910|1080279
2008-07-13|U|553236|291565|844801
2008-07-14|W|1058694|637119|1695813
2008-07-15|W|1088616|655456|1744072
2008-07-16|W|1063054|651228|1714282
2008-07-17|W|1070349|656485|1726834
2008-07-18|W|1050847|664271|1715118
2008-07-19|A|675968|342834|1018802
2008-07-20|U|546570|284611|831181
2008-07-21|W|1024212|635587|1659799
2008-07-22|W|1077279|666303|1743582
2008-07-23|W|1082583|672801|1755384
2008-07-24|W|1062708|695993|1758701
2008-07-25|W|1032058|683549|1715607
2008-07-26|A|733901|446775|1180676
2008-07-27|U|520244|291389|811633
2008-07-28|W|996509|622637|1619146
2008-07-29|W|1014276|654547|1668823
2008-07-30|W|1009837|641527|1651364
2008-07-31|W|976117|652936|1629053
2008-08-01|W|1081564|766911|1848475
2008-08-02|A|764749|502705|1267454
2008-08-03|U|549191|403165|952356
2008-08-04|W|929003|636533|1565536
2008-08-05|W|997379|673384|1670763
2008-08-06|W|1020516|684080|1704596
2008-08-07|W|1024746|683487|1708233
2008-08-08|W|1041165|713105|1754270
2008-08-09|A|770627|431699|1202326
2008-08-10|U|542860|314698|857558
2008-08-11|W|969826|623874|1593700
2008-08-12|W|989226|632942|1622168
2008-08-13|W|973719|627548|1601267
2008-08-14|W|993155|638565|1631720
2008-08-15|W|1038006|651338|1689344
2008-08-16|A|748347|414784|1163131
2008-08-17|U|539476|317781|857257
2008-08-18|W|974311|621522|1595833
2008-08-19|W|1012560|662493|1675053
2008-08-20|W|1019019|671769|1690788
2008-08-21|W|1006682|679508|1686190
2008-08-22|W|1009399|677130|1686529
2008-08-23|A|750128|387758|1137886
2008-08-24|U|547427|295072|842499
2008-08-25|W|1012339|631974|1644313
2008-08-26|W|1051063|653148|1704211
2008-08-27|W|1040926|650396|1691322
2008-08-28|W|1022254|678635|1700889
2008-08-29|W|1080840|681463|1762303
2008-08-30|A|766930|395205|1162135
2008-08-31|U|557427|325462|882889
2008-09-01|U|500748|293458|794206
2008-09-02|W|1131494|681719|1813213
2008-09-03|W|1166955|710304|1877259
2008-09-04|W|1025296|653827|1679123
2008-09-05|W|1171756|698545|1870301
2008-09-06|A|778425|416356|1194781
2008-09-07|U|529779|273883|803662
2008-09-08|W|1058699|651127|1709826
2008-09-09|W|1176865|712792|1889657
2008-09-10|W|1167063|719905|1886968
2008-09-11|W|1156490|719806|1876296
2008-09-12|W|1120112|700943|1821055
2008-09-13|A|597639|317145|914784
2008-09-14|U|399483|231026|630509
2008-09-15|W|1140716|692029|1832745
2008-09-16|W|1168626|731344|1899970
2008-09-17|W|1172871|740575|1913446
2008-09-18|W|1169932|739141|1909073
2008-09-19|W|1174967|743560|1918527
2008-09-20|A|791707|447679|1239386
2008-09-21|U|551489|317922|869411
2008-09-22|W|1140486|690356|1830842
2008-09-23|W|1163232|707370|1870602
2008-09-24|W|1148720|713572|1862292
2008-09-25|W|1162318|720003|1882321
2008-09-26|W|1090515|708141|1798656
2008-09-27|A|753562|409500|1163062
2008-09-28|U|508469|280560|789029
2008-09-29|W|1074139|671489|1745628
2008-09-30|W|1137377|706085|1843462
2008-10-01|W|1197836|724444|1922280
2008-10-02|W|1180204|731452|1911656
2008-10-03|W|1211992|706967|1918959
2008-10-04|A|778642|387182|1165824
2008-10-05|U|512429|271121|783550
2008-10-06|W|1166019|698883|1864902
2008-10-07|W|1133103|689214|1822317
2008-10-08|W|1141745|693515|1835260
2008-10-09|W|1161478|703190|1864668
2008-10-10|W|1169810|716085|1885895
2008-10-11|A|750797|444185|1194982
2008-10-12|U|495211|436316|931527
2008-10-13|W|909500|599831|1509331
2008-10-14|W|1165787|704419|1870206
2008-10-15|W|1115651|694445|1810096
2008-10-16|W|1166556|715760|1882316
2008-10-17|W|1162723|709679|1872402
2008-10-18|A|766941|425998|1192939
2008-10-19|U|537382|296713|834095
2008-10-20|W|1092061|674708|1766769
2008-10-21|W|1158146|701303|1859449
2008-10-22|W|1149832|699333|1849165
2008-10-23|W|1144729|703527|1848256
2008-10-24|W|1036465|675065|1711530
2008-10-25|A|718718|391521|1110239
2008-10-26|U|492388|269253|761641
2008-10-27|W|1085873|677343|1763216
2008-10-28|W|1129560|690269|1819829
2008-10-29|W|1123289|696994|1820283
2008-10-30|W|1142793|709395|1852188
2008-10-31|W|1135299|709363|1844662
2008-11-01|A|734026|385865|1119891
2008-11-02|U|525585|278142|803727
2008-11-03|W|1178414|690751|1869165
2008-11-04|W|1152333|786405|1938738
2008-11-05|W|1156522|715659|1872181
2008-11-06|W|1101916|691666|1793582
2008-11-07|W|1040709|678770|1719479
2008-11-08|A|675404|398288|1073692
2008-11-09|U|475132|267029|742161
2008-11-10|W|1000224|656658|1656882
2008-11-11|W|891353|599602|1490955
2008-11-12|W|1081236|679826|1761062
2008-11-13|W|1074912|684049|1758961
2008-11-14|W|1133869|683123|1816992
2008-11-15|A|688151|374896|1063047
2008-11-16|U|459244|245130|704374
2008-11-17|W|1080548|652199|1732747
2008-11-18|W|1093821|666335|1760156
2008-11-19|W|1114917|670515|1785432
2008-11-20|W|1085367|670667|1756034
2008-11-21|W|1087614|657879|1745493
2008-11-22|A|697641|417656|1115297
2008-11-23|U|477070|243556|720626
2008-11-24|W|1060943|638066|1699009
2008-11-25|W|1088066|653433|1741499
2008-11-26|W|1032378|599978|1632356
2008-11-27|U|350071|189458|539529
2008-11-28|W|668376|363454|1031830
2008-11-29|A|595913|320575|916488
2008-11-30|U|384770|217697|602467
2008-12-01|W|1060059|635852|1695911
2008-12-02|W|1095425|652324|1747749
2008-12-03|W|1115007|658630|1773637
2008-12-04|W|1063682|651130|1714812
2008-12-05|W|1028359|628044|1656403
2008-12-06|A|596202|347667|943869
2008-12-07|U|406475|241719|648194
2008-12-08|W|1039370|618281|1657651
2008-12-09|W|1000971|619711|1620682
2008-12-10|W|1041145|640709|1681854
2008-12-11|W|1059298|653239|1712537
2008-12-12|W|1016010|626638|1642648
2008-12-13|A|625939|350799|976738
2008-12-14|U|440496|247568|688064
2008-12-15|W|899917|564467|1464384
2008-12-16|W|906945|632719|1539664
2008-12-17|W|982687|615707|1598394
2008-12-18|W|995662|618571|1614233
2008-12-19|W|894131|596207|1490338
2008-12-20|A|589697|335672|925369
2008-12-21|U|280044|172052|452096
2008-12-22|W|703302|474711|1178013
2008-12-23|W|742980|501283|1244263
2008-12-24|W|626374|339616|965990
2008-12-25|U|238727|113322|352049
2008-12-26|W|564107|321342|885449
2008-12-27|A|510369|254291|764660
2008-12-28|U|397897|219334|617231
2008-12-29|W|813142|503359|1316501
2008-12-30|W|820666|523516|1344182
2008-12-31|W|743027|480797|1223824
2009-01-01|U|338779|238590|577369
2009-01-02|W|765802|443439|1209241
2009-01-03|A|580506|293634|874140
2009-01-04|U|402180|213098|615278
2009-01-05|W|1012207|591455|1603662
2009-01-06|W|1006184|600314|1606498
2009-01-07|W|991858|606481|1598339
2009-01-08|W|1000931|606524|1607455
2009-01-09|W|985250|625043|1610293
2009-01-10|A|521906|304657|826563
2009-01-11|U|390151|219600|609751
2009-01-12|W|1009651|629944|1639595
2009-01-13|W|952091|615363|1567454
2009-01-14|W|905548|620646|1526194
2009-01-15|W|755677|532219|1287896
2009-01-16|W|822136|542180|1364316
2009-01-17|A|553273|302764|856037
2009-01-18|U|397317|224910|622227
2009-01-19|W|665251|409551|1074802
2009-01-20|W|1018227|624553|1642780
2009-01-21|W|1068170|647903|1716073
2009-01-22|W|1082611|657786|1740397
2009-01-23|W|979795|622633|1602428
2009-01-24|A|561515|316086|877601
2009-01-25|U|376302|215452|591754
2009-01-26|W|1024953|633365|1658318
2009-01-27|W|1050873|646578|1697451
2009-01-28|W|1044085|653089|1697174
2009-01-29|W|1040926|648114|1689040
2009-01-30|W|1059741|627734|1687475
2009-01-31|A|667780|340757|1008537
2009-02-01|U|459271|242773|702044
2009-02-02|W|1062276|628819|1691095
2009-02-03|W|1058730|636578|1695308
2009-02-04|W|1026435|631042|1657477
2009-02-05|W|1064605|643718|1708323
2009-02-06|W|1090042|639394|1729436
2009-02-07|A|722336|387825|1110161
2009-02-08|U|469249|245082|714331
2009-02-09|W|1061620|634229|1695849
2009-02-10|W|1121451|666014|1787465
2009-02-11|W|1001838|637558|1639396
2009-02-12|W|943891|620278|1564169
2009-02-13|W|1008863|643066|1651929
2009-02-14|A|711324|388028|1099352
2009-02-15|U|466104|262442|728546
2009-02-16|W|765356|486133|1251489
2009-02-17|W|1087248|654156|1741404
2009-02-18|W|1030930|637389|1668319
2009-02-19|W|1004978|639414|1644392
2009-02-20|W|1032282|632936|1665218
2009-02-21|A|578539|329252|907791
2009-02-22|U|422899|231506|654405
2009-02-23|W|1030913|619409|1650322
2009-02-24|W|1072167|642992|1715159
2009-02-25|W|1082105|650665|1732770
2009-02-26|W|981515|624424|1605939
2009-02-27|W|1045953|631269|1677222
2009-02-28|A|639146|349295|988441
2009-03-01|U|385236|219552|604788
2009-03-02|W|866001|570796|1436797
2009-03-03|W|1095720|642501|1738221
2009-03-04|W|1098350|648398|1746748
2009-03-05|W|1105607|658867|1764474
2009-03-06|W|1106466|653708|1760174
2009-03-07|A|564839|319673|884512
2009-03-08|U|367983|212484|580467
2009-03-09|W|1073249|638209|1711458
2009-03-10|W|1026177|636119|1662296
2009-03-11|W|1058738|649963|1708701
2009-03-12|W|1039462|646252|1685714
2009-03-13|W|1075419|656181|1731600
2009-03-14|A|699923|471323|1171246
2009-03-15|U|484927|286972|771899
2009-03-16|W|1040208|648040|1688248
2009-03-17|W|1110747|683241|1793988
2009-03-18|W|1051328|653127|1704455
2009-03-19|W|1073688|656286|1729974
2009-03-20|W|1064573|643149|1707722
2009-03-21|A|684551|377094|1061645
2009-03-22|U|471865|260374|732239
2009-03-23|W|1007657|598236|1605893
2009-03-24|W|1023641|616038|1639679
2009-03-25|W|1052157|625381|1677538
2009-03-26|W|1053676|633781|1687457
2009-03-27|W|969091|614690|1583781
2009-03-28|A|582316|331568|913884
2009-03-29|U|360851|229406|590257
2009-03-30|W|1044468|628992|1673460
2009-03-31|W|1007561|628945|1636506
2009-04-01|W|1103516|658559|1762075
2009-04-02|W|1017567|649643|1667210
2009-04-03|W|1094889|653334|1748223
2009-04-04|A|696212|390735|1086947
2009-04-05|U|394704|236381|631085
2009-04-06|W|878367|593691|1472058
2009-04-07|W|948719|636189|1584908
2009-04-08|W|963532|642963|1606495
2009-04-09|W|952099|638401|1590500
2009-04-10|W|866040|562197|1428237
2009-04-11|A|641437|349911|991348
2009-04-12|U|423274|228889|652163
2009-04-13|W|937261|619681|1556942
2009-04-14|W|1028849|642703|1671552
2009-04-15|W|1073275|682839|1756114
2009-04-16|W|1082379|692868|1775247
2009-04-17|W|1087613|695313|1782926
2009-04-18|A|690066|421519|1111585
2009-04-19|U|398430|243756|642186
2009-04-20|W|1007645|629066|1636711
2009-04-21|W|1030738|659154|1689892
2009-04-22|W|1040599|679753|1720352
2009-04-23|W|1039524|688741|1728265
2009-04-24|W|1084984|679180|1764164
2009-04-25|A|612802|358235|971037
2009-04-26|U|422437|251595|674032
2009-04-27|W|972593|633164|1605757
2009-04-28|W|1043138|650112|1693250
2009-04-29|W|1045681|648841|1694522
2009-04-30|W|999397|660465|1659862
2009-05-01|W|1116163|677684|1793847
2009-05-02|A|764832|399421|1164253
2009-05-03|U|528055|291070|819125
2009-05-04|W|1081915|667219|1749134
2009-05-05|W|1091934|680732|1772666
2009-05-06|W|1040297|650834|1691131
2009-05-07|W|1071031|675865|1746896
2009-05-08|W|1084713|657966|1742679
2009-05-09|A|674760|343099|1017859
2009-05-10|U|474595|249540|724135
2009-05-11|W|1019002|620480|1639482
2009-05-12|W|1070549|675570|1746119
2009-05-13|W|979697|640084|1619781
2009-05-14|W|1074183|690670|1764853
