Aircompany,Origen,Destino,Distancia,avion,con_escala,consumo_kg,duracion,ingresos,Id_vuelo,IC,Categoria_IC,Incidencias,Hora_Vuelo
Airnar,Ginebra,Cincinnati,6969,Boeing 747,False,74289.54000000001,484,424096.72,Air_GiCi_10747,10.660000000000002,B,Sin incidencias,11:45 09/03/2023
PamPangea,Londres,Melbourne,16900,Boeing 747,True,194854.5664,1326,1008291.74,Pam_LoMe_10747,11.529856,C,Sin incidencias,08:00 29/03/2023
TabarAir,Londres,Los Angeles,8785,Boeing 747,False,94584.581,605,534688.43,Tab_LoLo_10747,10.7666,B,Sin incidencias,16:15 01/10/2023
TabarAir,Roma,Nueva York,6877,Boeing 747,False,75508.0846,478,398236.35,Tab_RoNu_10747,10.9798,B,Sin incidencias,19:30 29/01/2023
FlyQ,Nueva York,Roma,6877,Boeing 747,False,80639.70200000002,478,423297.4,Fly_NuRo_10747,11.726000000000004,C,Problema de los sistemas de comunicación,22:30 01/08/2023
PamPangea,Nueva York,Melbourne,16082,Airbus A380,True,193344.2368,1272,966116.15,Pam_NuMe_11380,12.0224,C,Sin incidencias,06:00 07/02/2023
PamPangea,Bali,Ginebra,12383,Airbus A380,False,144578.9548,845,751393.48,Pam_BaGi_11380,11.6756,C,Sin incidencias,10:15 28/02/2023
MoldaviAir,Melbourne,Londres,16900,Airbus A380,True,221464.6304,1326,1087235.02,Mol_MeLo_11380,13.104416,C,Despresurización de la cabina,11:00 24/03/2023
MoldaviAir,Melbourne,Cádiz,20029,Boeing 747,True,226490.495712,1535,1228294.98,Mol_MeCa_10747,11.308128,C,Turbulencia severa y Problemas con las puertas o ventanas,21:00 11/02/2023
PamPangea,Nueva York,Ginebra,6206,Airbus A320,True,17496.153792,569,253203.47,Pam_NuGi_11320,2.819232,A,Sambódromo a bordo,17:45 04/02/2023
MoldaviAir,Londres,París,344,Airbus A380,False,4294.771200000001,42,21498.27,Mol_LoPa_11380,12.484800000000003,C,"Complicaciones con el suministro de combustible,",11:00 25/05/2023
PamPangea,París,Nueva York,5835,Boeing 737,False,14888.0025,463,216222.5,Pam_PaNu_10737,2.5515,A,Sin incidencias,17:00 15/01/2023
MoldaviAir,Melbourne,Londres,16900,Boeing 737,True,43563.87360000001,1483,589479.2,Mol_MeLo_10737,2.577744000000001,A,Problemas con las puertas o ventanas,16:15 24/10/2023
MoldaviAir,París,Cádiz,1447,Airbus A320,False,3704.6094,124,59569.46,Mol_PaCa_11320,2.5602,A,Problemas de navegación,18:45 20/06/2023
MoldaviAir,París,Bali,11980,Boeing 737,True,32395.16592000001,1029,422859.84,Mol_PaBa_10737,2.704104000000001,A,Emergencia médica a bordo,20:00 12/02/2023
FlyQ,Roma,Barcelona,859,Boeing 737,False,2108.2437,85,29166.33,Fly_RoBa_10737,2.4543,A,Complicaciones con las puertas o ventanas,15:45 27/01/2023
TabarAir,Los Angeles,Roma,10077,Boeing 747,False,113866.0692,691,594309.53,Tab_LoRo_10747,11.2996,C,Sin incidencias,23:45 04/07/2023
MoldaviAir,Cádiz,Melbourne,20029,Airbus A380,True,245612.582592,1535,1213685.66,Mol_CaMe_11380,12.262848,C,Fallo grave eléctrico general y Problemas de navegación,17:15 05/02/2023
Airnar,Cincinnati,Cádiz,6624,Airbus A380,False,78870.6432,461,403370.97,Air_CiCa_11380,11.9068,C,Mal funcionamiento del tren de aterrizaje,16:00 01/09/2023
MoldaviAir,Cincinnati,Melbourne,15262,Boeing 747,True,184428.694112,1217,926781.63,Mol_CiMe_10747,12.084176,C,Fallo grave de los sistemas de comunicación,15:45 11/11/2023
MoldaviAir,Cincinnati,Cádiz,6624,Airbus A320,True,18328.766976,600,255926.19,Mol_CiCa_11320,2.767024,A,Sin incidencias,18:45 15/03/2023
PamPangea,Ginebra,Nueva York,6206,Boeing 737,False,15532.9974,491,215524.43,Pam_GiNu_10737,2.5029,A,Fallo del motor,10:30 23/04/2023
MoldaviAir,Londres,París,344,Airbus A320,False,906.612,44,13177.22,Mol_LoPa_11320,2.6355,A,Sin incidencias,10:00 18/08/2023
TabarAir,Londres,Cincinnati,6284,Airbus A320,True,17716.053888,575,255016.31,Tab_LoCi_11320,2.819232,A,Enfrentamiento a bordo,09:45 29/09/2023
MoldaviAir,Cincinnati,Londres,6284,Airbus A380,False,74822.33120000002,438,386596.37,Mol_CiLo_11380,11.906800000000002,C,Sin incidencias,11:30 26/03/2023
FlyQ,Cincinnati,Barcelona,6763,Boeing 747,False,76419.19480000001,470,380831.36,Fly_CiBa_10747,11.299600000000002,C,Inundación entre pasajeros,07:00 24/08/2023
PamPangea,Bali,Ginebra,12383,Boeing 737,True,33484.91983200001,1140,456649.46,Pam_BaGi_10737,2.7041040000000005,A,Problema eléctrico general,23:15 01/04/2023
TabarAir,Los Angeles,Roma,10077,Boeing 747,False,116014.4856,691,583607.36,Tab_LoRo_10747,11.5128,C,Sin incidencias,09:45 29/04/2023
TabarAir,Nueva York,Roma,6877,Airbus A380,False,83473.02600000001,478,434638.57,Tab_NuRo_11380,12.138000000000002,C,Condiciones meteorológicas turbias,21:00 04/07/2023
TabarAir,Cincinnati,Nueva York,911,Airbus A320,False,2515.271,86,37571.81,Tab_CiNu_11320,2.761,A,Turbulencia severa,15:00 27/02/2023
FlyQ,Barcelona,Ginebra,660,Airbus A320,False,1689.732,67,26074.0,Fly_BaGi_11320,2.5602,A,Sin incidencias,12:00 15/09/2023
FlyQ,Bali,Barcelona,13058,Airbus A380,True,167977.694144,1070,845969.41,Fly_BaBa_11380,12.863968,C,Condiciones meteorológicas turbias,21:45 28/08/2023
FlyQ,Barcelona,Nueva York,6170,Airbus A380,False,72038.452,431,396371.19,Fly_BaNu_11380,11.6756,C,"Fallo del motor,",17:15 08/06/2023
FlyQ,Roma,Ginebra,698,Airbus A320,False,1751.98,70,28042.05,Fly_RoGi_11320,2.51,A,Sin incidencias,17:00 10/03/2023
MoldaviAir,Bali,Londres,12553,Airbus A380,False,145112.68,856,777232.88,Mol_BaLo_11380,11.56,C,Sin incidencias,07:15 23/04/2023
Airnar,Los Angeles,Bali,12845,Boeing 737,True,35058.83472000001,1175,449605.11,Air_LoBa_10737,2.729376000000001,A,Sin incidencias,13:15 30/03/2023
TabarAir,Roma,Londres,1433,Boeing 737,False,3795.5871,128,52726.09,Tab_RoLo_10737,2.6487000000000003,A,Sin incidencias,07:15 22/08/2023
FlyQ,Ginebra,Barcelona,660,Boeing 747,False,7317.024,64,40135.53,Fly_GiBa_10747,11.0864,C,Emergencia médica a bordo,10:30 18/06/2023
FlyQ,Cincinnati,Roma,7480,Airbus A320,True,20892.59744,662,281596.81,Fly_CiRo_11320,2.7931280000000003,A,Sin incidencias,13:30 21/04/2023
MoldaviAir,Londres,Cincinnati,6284,Airbus A320,True,17716.053888,575,248723.27,Mol_LoCi_11320,2.819232,A,Sin incidencias,10:45 23/03/2023
FlyQ,Bali,Barcelona,13058,Boeing 747,True,146213.873312,1070,777764.62,Fly_BaBa_10747,11.197264,C,Incidencias con el catering,22:45 22/07/2023
TabarAir,Londres,Ginebra,739,Airbus A320,False,1873.4389,73,28532.2,Tab_LoGi_11320,2.5351000000000004,A,Sin incidencias,15:30 16/06/2023
TabarAir,Los Angeles,Londres,8785,Boeing 737,False,22841.87850000001,687,303857.31,Tab_LoLo_10737,2.600100000000001,A,Ave impacta con el avión,10:15 30/05/2023
FlyQ,Cincinnati,Barcelona,6763,Airbus A320,True,17654.1352,610,263667.56,Fly_CiBa_11320,2.6104000000000003,A,Sin incidencias,22:30 02/08/2023
MoldaviAir,Melbourne,Cádiz,20029,Boeing 747,True,233151.98088,1535,1174072.42,Mol_MeCa_10747,11.64072,C,Sin incidencias,07:00 06/08/2023
Airnar,Ginebra,Cincinnati,6969,Boeing 747,False,78004.017,484,430613.65,Air_GiCi_10747,11.193,C,Sin incidencias,06:30 18/08/2023
Airnar,Los Angeles,Bali,12845,Boeing 747,True,145252.90416,1056,781617.54,Air_LoBa_10747,11.308128,C,Mal funcionamiento del tren de aterrizaje,13:45 17/10/2023
Airnar,París,Cincinnati,6370,Boeing 737,False,15633.891,503,215549.06,Air_PaCi_10737,2.4543,A,Sin incidencias,21:15 20/10/2023
Airnar,Ginebra,París,411,Airbus A380,False,5226.276,47,26376.1,Air_GiPa_11380,12.716,C,Sin incidencias,23:15 15/10/2023
FlyQ,Bali,Ginebra,12383,Boeing 737,True,34110.80618400001,1140,423106.32,Fly_BaGi_10737,2.754648000000001,A,Despresurización de la cabina,07:45 02/08/2023
MoldaviAir,Melbourne,Bali,2779,Boeing 737,False,7090.6185,231,100156.47,Mol_MeBa_10737,2.5515,A,Sin incidencias,22:30 07/07/2023
TabarAir,Los Angeles,Londres,8785,Airbus A380,False,105616.784,605,537898.51,Tab_LoLo_11380,12.0224,C,Emergencia médica a bordo,18:45 14/02/2023
Airnar,Cádiz,París,1447,Airbus A380,False,18400.052,116,91549.88,Air_CaPa_11380,12.716,C,Fallo del motor,16:30 26/04/2023
Airnar,París,Los Angeles,9099,Boeing 737,False,22110.57,711,318989.24,Air_PaLo_10737,2.43,A,Condiciones meteorológicas malas,09:00 01/06/2023
PamPangea,París,Melbourne,16925,Boeing 747,True,202648.3056,1328,992778.07,Pam_PaMe_10747,11.973312,C,Sin incidencias,07:45 29/01/2023
MoldaviAir,Melbourne,Cádiz,20029,Airbus A380,True,260060.3815680001,1535,1294101.68,Mol_MeCa_11380,12.984192000000006,C,Incidencias con el suministro de combustible,18:15 18/06/2023
TabarAir,Roma,Londres,1433,Airbus A380,False,17228.0992,115,90554.51,Tab_RoLo_11380,12.0224,C,Aterrizaje de emergencia,07:30 22/08/2023
PamPangea,Londres,París,344,Boeing 737,False,869.3568000000001,46,12179.44,Pam_LoPa_10737,2.527200000000001,A,Despresurización de la cabina,17:15 23/10/2023
TabarAir,Roma,Londres,1433,Boeing 737,False,3760.7652,128,48828.4,Tab_RoLo_10737,2.6244,A,Problemas con el suministro de combustible,08:00 01/09/2023
PamPangea,Melbourne,París,16925,Boeing 747,True,206401.052,1328,1033276.55,Pam_MePa_10747,12.19504,C,Turbulencia severa,20:15 21/09/2023
FlyQ,Cincinnati,Roma,7480,Boeing 747,False,79736.8,518,425515.4,Fly_CiRo_10747,10.66,B,Sin incidencias,06:45 23/06/2023
FlyQ,Cincinnati,Barcelona,6763,Airbus A320,True,18360.300608,610,270901.26,Fly_CiBa_11320,2.7148160000000003,A,Aterrizaje de emergencia,21:45 13/01/2023
TabarAir,Ginebra,Los Angeles,9103,Boeing 747,False,98008.3598,626,538987.62,Tab_GiLo_10747,10.7666,B,Sin incidencias,23:45 21/10/2023
MoldaviAir,Londres,París,344,Airbus A320,False,906.612,44,12949.53,Mol_LoPa_11320,2.6355,A,Sin incidencias,20:00 07/06/2023
MoldaviAir,París,Cincinnati,6370,Airbus A320,True,17293.37792,581,261829.55,Mol_PaCi_11320,2.714816,A,Emergencia de los sistemas hidráulicos,17:30 30/04/2023
FlyQ,Barcelona,Roma,859,Boeing 737,False,2212.6122,85,29752.11,Fly_BaRo_10737,2.5758,A,"Turbulencia severa,",08:30 13/02/2023
TabarAir,Cincinnati,Roma,7480,Boeing 737,False,18721.692,588,267317.99,Tab_CiRo_10737,2.5029,A,"Emergencia médica a bordo,",20:15 02/02/2023
Airnar,Cádiz,París,1447,Airbus A320,False,3740.9291,124,59679.49,Air_CaPa_11320,2.5853,A,Sin incidencias,20:30 06/07/2023
TabarAir,Londres,Nueva York,5566,Boeing 737,False,13660.6338,442,198126.17,Tab_LoNu_10737,2.4543,A,Mal funcionamiento del tren de aterrizaje,11:15 19/10/2023
Airnar,Ginebra,Bali,12383,Airbus A380,False,151736.3288,845,813220.96,Air_GiBa_11380,12.2536,C,Sin incidencias,08:00 08/01/2023
MoldaviAir,Cincinnati,Londres,6284,Boeing 747,False,67657.3144,438,385467.61,Mol_CiLo_10747,10.7666,B,Sin incidencias,20:15 20/10/2023
MoldaviAir,Bali,Cincinnati,15011,Boeing 737,True,38315.15719200001,1340,529940.11,Mol_BaCi_10737,2.5524720000000007,A,Sin incidencias,18:00 22/03/2023
FlyQ,Cincinnati,Ginebra,6969,Boeing 737,False,17781.4035,549,252199.25,Fly_CiGi_10737,2.5515,A,Enfrentamiento entre pasajeros,13:15 21/02/2023
MoldaviAir,Londres,Melbourne,16900,Boeing 737,True,46126.4544,1483,577646.4,Mol_LoMe_10737,2.729376,A,Sin incidencias,14:45 03/08/2023
MoldaviAir,París,Cincinnati,6370,Airbus A380,False,81000.92,444,419148.02,Mol_PaCi_11380,12.716,C,Sin incidencias,09:00 01/11/2023
PamPangea,Bali,Ginebra,12383,Airbus A380,False,154599.2784,845,777797.29,Pam_BaGi_11380,12.484800000000002,C,Incidencia eléctrico general,22:15 31/01/2023
FlyQ,Roma,Bali,12738,Boeing 747,True,149691.676992,1049,752824.68,Fly_RoBa_10747,11.751584,C,Sin incidencias,17:45 01/02/2023
FlyQ,Roma,Bali,12738,Airbus A380,False,150196.3056,869,768844.25,Fly_RoBa_11380,11.7912,C,Aterrizaje de emergencia,08:15 18/07/2023
FlyQ,Barcelona,Cincinnati,6763,Boeing 737,False,16762.7718,533,240330.3,Fly_BaCi_10737,2.4786,A,"Fallo grave eléctrico general,",07:00 16/08/2023
PamPangea,Nueva York,París,5835,Airbus A380,False,68801.652,409,370235.54,Pam_NuPa_11380,11.7912,C,Fallo de los sistemas hidráulicos,12:45 20/07/2023
PamPangea,Ginebra,Melbourne,16674,Boeing 747,True,199643.004288,1311,946395.63,Pam_GiMe_10747,11.973312,C,Sin incidencias,12:00 05/05/2023
MoldaviAir,Cincinnati,Bali,15011,Boeing 737,True,39453.23116800001,1340,529937.78,Mol_CiBa_10737,2.628288000000001,A,Fallo del motor,21:30 21/06/2023
MoldaviAir,Cádiz,Melbourne,20029,Boeing 737,True,52641.98035200001,1721,683655.75,Mol_CaMe_10737,2.628288000000001,A,Incidencias con el catering y Incendio a bordo,11:15 02/09/2023
FlyQ,Bali,Ginebra,12383,Airbus A380,False,144578.9548,845,780156.79,Fly_BaGi_11380,11.6756,C,Complicaciones de navegación,10:00 12/10/2023
MoldaviAir,Melbourne,Londres,16900,Boeing 737,True,43136.7768,1483,596980.69,Mol_MeLo_10737,2.552472,A,Sin incidencias,18:00 21/08/2023
TabarAir,Nueva York,Ginebra,6206,Boeing 747,False,70786.87720000002,433,363966.3,Tab_NuGi_10747,11.406200000000002,C,Ave impacta con el avión,17:00 17/05/2023
TabarAir,Nueva York,Ginebra,6206,Airbus A320,True,17496.153792,569,245210.8,Tab_NuGi_11320,2.819232,A,Sin incidencias,10:15 17/01/2023
MoldaviAir,Bali,Londres,12553,Boeing 747,False,137829.4294,856,744319.8,Mol_BaLo_10747,10.9798,B,"Fallo de los sistemas de comunicación,",17:15 29/10/2023
Airnar,Bali,París,11980,Boeing 737,True,33000.68304,1029,430401.3,Air_BaPa_10737,2.7546480000000004,A,Sin incidencias,15:30 09/03/2023
MoldaviAir,Cádiz,Melbourne,20029,Boeing 737,True,55679.01768000001,1721,722798.27,Mol_CaMe_10737,2.7799200000000006,A,Fallo de los sistemas hidráulicos y Fallo de los sistemas hidráulicos,20:30 13/01/2023
FlyQ,Ginebra,Barcelona,660,Boeing 747,False,7457.736000000001,64,37754.37,Fly_GiBa_10747,11.299600000000002,C,Sambódromo a bordo,17:30 18/09/2023
PamPangea,Londres,Melbourne,16900,Boeing 747,True,202348.9728,1326,986776.78,Pam_LoMe_10747,11.973312,C,Sin incidencias,17:00 26/09/2023
TabarAir,Los Angeles,Nueva York,3944,Airbus A380,False,48328.1984,282,256517.49,Tab_LoNu_11380,12.2536,C,Fallo grave del motor,06:15 15/06/2023
Airnar,Ginebra,Bali,12383,Airbus A380,False,147441.9044,845,759538.06,Air_GiBa_11380,11.9068,C,Sambódromo a bordo,07:30 28/09/2023
TabarAir,Londres,Roma,1433,Boeing 737,False,3482.19,128,48988.34,Tab_LoRo_10737,2.43,A,Condiciones meteorológicas malas y Ave impacta con el avión,06:45 01/02/2023
Airnar,Ginebra,Bali,12383,Boeing 737,True,31607.26077600001,1140,454347.9,Air_GiBa_10737,2.5524720000000007,A,"Enfrentamiento a bordo,",07:45 18/11/2023
TabarAir,Londres,Cincinnati,6284,Boeing 747,False,71006.6864,438,357104.46,Tab_LoCi_10747,11.299600000000002,C,Sin incidencias,12:15 04/01/2023
PamPangea,París,Nueva York,5835,Boeing 747,False,62823.111,409,346375.62,Pam_PaNu_10747,10.7666,B,Sin incidencias,16:15 31/01/2023
MoldaviAir,Melbourne,Londres,16900,Boeing 737,True,42709.68,1483,619220.59,Mol_MeLo_10737,2.5272,A,Condiciones meteorológicas ligeramente complejas,17:00 03/01/2023
PamPangea,Nueva York,París,5835,Airbus A320,True,16602.53556,542,220273.5,Pam_NuPa_11320,2.845336,A,Sin incidencias,09:00 13/04/2023
MoldaviAir,Melbourne,Londres,16900,Boeing 747,True,194854.5664,1326,996595.45,Mol_MeLo_10747,11.529856,C,Emergencia grave de los sistemas de comunicación,17:15 25/04/2023
PamPangea,París,Melbourne,16925,Airbus A380,True,211618.2848,1328,1089477.56,Pam_PaMe_11380,12.503296,C,Sin incidencias,20:30 09/03/2023
MoldaviAir,Cádiz,Cincinnati,6624,Boeing 737,False,16418.2464,523,244607.88,Mol_CaCi_10737,2.4786,A,Sin incidencias,21:45 29/07/2023
PamPangea,París,Bali,11980,Boeing 747,False,137923.344,818,721877.04,Pam_PaBa_10747,11.5128,C,Sin incidencias,09:15 23/09/2023
FlyQ,Nueva York,Bali,16589,Boeing 737,True,42762.19521600001,1459,599305.27,Fly_NuBa_10737,2.5777440000000005,A,"Emergencia médica a bordo,",09:00 02/10/2023
TabarAir,Roma,Nueva York,6877,Boeing 747,False,76974.26100000001,478,387692.61,Tab_RoNu_10747,11.193,C,Sin incidencias,09:30 24/06/2023
FlyQ,Barcelona,Nueva York,6170,Boeing 737,False,16192.548,488,211667.56,Fly_BaNu_10737,2.6244,A,Fallo del motor,10:00 10/10/2023
Airnar,París,Cádiz,1447,Boeing 747,False,15887.7706,116,86136.41,Air_PaCa_10747,10.9798,B,Condiciones meteorológicas turbias,22:30 08/02/2023
MoldaviAir,Cádiz,Cincinnati,6624,Boeing 747,False,74848.5504,461,387759.73,Mol_CaCi_10747,11.299599999999998,C,Inundación a bordo,23:00 05/08/2023
FlyQ,Barcelona,Roma,859,Boeing 747,False,9706.3564,77,50013.66,Fly_BaRo_10747,11.2996,C,Sin incidencias,12:30 26/04/2023
Airnar,Los Angeles,París,9099,Airbus A380,False,110443.662,626,548039.89,Air_LoPa_11380,12.138,C,Sin incidencias,07:45 07/03/2023
PamPangea,Londres,París,344,Airbus A320,False,863.4399999999999,44,13344.71,Pam_LoPa_11320,2.51,A,Sin incidencias,13:15 18/07/2023
TabarAir,Nueva York,Ginebra,6206,Boeing 737,False,16437.8322,491,228823.18,Tab_NuGi_10737,2.6487000000000003,A,Sin incidencias,13:15 02/06/2023
Airnar,Cincinnati,Los Angeles,3073,Boeing 737,False,7990.107300000001,253,108129.33,Air_CiLo_10737,2.6001000000000003,A,Incidencias con las puertas o ventanas,13:45 21/08/2023
MoldaviAir,Cincinnati,Melbourne,15262,Boeing 747,True,177660.66864,1217,941444.96,Mol_CiMe_10747,11.64072,C,Fallo del motor,06:30 15/03/2023
MoldaviAir,Cincinnati,Melbourne,15262,Airbus A380,True,201834.45568,1217,957886.42,Mol_CiMe_11380,13.22464,C,Sin incidencias,22:15 04/10/2023
Airnar,París,Bali,11980,Boeing 737,True,33303.44160000001,1029,436856.33,Air_PaBa_10737,2.779920000000001,A,Discusión entre pasajeros,07:30 22/06/2023
FlyQ,Bali,Cincinnati,15011,Airbus A380,True,193101.023648,1200,973964.95,Fly_BaCi_11380,12.863968,C,Retraso extenso en la pista de despegue,17:15 14/06/2023
FlyQ,Cincinnati,Bali,15011,Boeing 747,True,173074.668416,1200,859799.96,Fly_CiBa_10747,11.529856,C,Sin incidencias,10:30 08/11/2023
FlyQ,Cincinnati,Nueva York,911,Boeing 737,False,2280.1419,89,32943.91,Fly_CiNu_10737,2.5029,A,Sambódromo entre pasajeros,16:15 14/06/2023
TabarAir,Londres,Roma,1433,Boeing 747,False,16803.358,115,86762.91,Tab_LoRo_10747,11.726,C,Sin incidencias,11:30 23/07/2023
FlyQ,Barcelona,Bali,13058,Airbus A380,True,166407.809152,1070,790172.51,Fly_BaBa_11380,12.743744,C,Sambódromo a bordo,09:30 04/07/2023
TabarAir,Ginebra,Londres,739,Boeing 737,False,1957.3893,76,25922.75,Tab_GiLo_10737,2.6487000000000003,A,Sin incidencias,06:45 01/01/2023
TabarAir,Nueva York,Roma,6877,Airbus A380,False,85857.96960000001,478,451341.25,Tab_NuRo_11380,12.484800000000002,C,Sin incidencias,17:30 11/10/2023
Airnar,Ginebra,Los Angeles,9103,Airbus A320,True,24950.59476,779,347323.98,Air_GiLo_11320,2.74092,A,"Fallo grave eléctrico general,",19:00 13/07/2023
Airnar,Bali,Cádiz,12798,Boeing 737,True,35253.98510400001,1171,460592.06,Air_BaCa_10737,2.7546480000000004,A,Sin incidencias,09:45 13/04/2023
PamPangea,París,Bali,11980,Airbus A380,False,144028.352,818,775586.99,Pam_PaBa_11380,12.0224,C,Problemas con el suministro de combustible,06:00 01/02/2023
Airnar,Bali,Ginebra,12383,Boeing 747,False,132002.78,845,756015.63,Air_BaGi_10747,10.66,B,Sin incidencias,13:00 18/02/2023
TabarAir,Ginebra,Londres,739,Boeing 747,False,8507.959200000001,69,43066.12,Tab_GiLo_10747,11.512800000000002,C,"Emergencia grave eléctrico general,",21:00 16/07/2023
MoldaviAir,Melbourne,Cincinnati,15262,Boeing 737,True,40498.63272,1359,540534.86,Mol_MeCi_10737,2.65356,A,Condiciones meteorológicas ligeramente complejas,13:30 26/08/2023
Airnar,Cincinnati,Los Angeles,3073,Boeing 737,False,7691.411700000001,253,104475.04,Air_CiLo_10737,2.5029000000000003,A,Sin incidencias,07:45 14/09/2023
MoldaviAir,París,Cincinnati,6370,Airbus A320,True,17459.6604,581,258429.54,Mol_PaCi_11320,2.74092,A,Retraso extenso en la pista de despegue,08:45 12/04/2023
PamPangea,Londres,Nueva York,5566,Boeing 737,False,14336.9028,442,199064.31,Pam_LoNu_10737,2.5758,A,"Incidencias con el catering,",12:00 20/02/2023
MoldaviAir,Melbourne,París,16925,Airbus A380,True,205513.9112,1328,1021531.76,Mol_MePa_11380,12.142624,C,Sin incidencias,16:00 01/07/2023
Airnar,Los Angeles,París,9099,Boeing 737,False,23658.3099,711,321919.96,Air_LoPa_10737,2.6001,A,Ave impacta con el avión,12:45 15/03/2023
TabarAir,Cincinnati,Roma,7480,Boeing 747,False,79736.8,518,436181.44,Tab_CiRo_10747,10.66,B,Sin incidencias,17:15 07/01/2023
PamPangea,París,Londres,344,Airbus A320,False,915.2464,44,13842.07,Pam_PaLo_11320,2.6606,A,Sin incidencias,18:00 27/06/2023
Airnar,Bali,París,11980,Boeing 747,False,131538.004,818,703670.33,Air_BaPa_10747,10.9798,B,Problema de los sistemas de comunicación,19:15 14/06/2023
FlyQ,Nueva York,Roma,6877,Airbus A380,False,87447.93200000002,478,435727.7,Fly_NuRo_11380,12.716000000000005,C,Incidencias de navegación y Fallo de los sistemas de comunicación,16:00 21/04/2023
PamPangea,Nueva York,Ginebra,6206,Airbus A380,False,76763.2552,433,408715.39,Pam_NuGi_11380,12.3692,C,Condiciones meteorológicas malas,17:45 22/08/2023
MoldaviAir,Melbourne,Cincinnati,15262,Boeing 737,True,40884.333984,1359,536842.32,Mol_MeCi_10737,2.678832,A,Incidencias de navegación,18:45 23/10/2023
Airnar,París,Cádiz,1447,Airbus A380,False,18400.052,116,91463.45,Air_PaCa_11380,12.716,C,Emergencia médica a bordo y Incendio a bordo,21:45 03/08/2023
MoldaviAir,Bali,Cincinnati,15011,Boeing 737,True,38694.515184,1340,512135.34,Mol_BaCi_10737,2.577744,A,Mal funcionamiento del tren de aterrizaje,16:00 23/05/2023
Airnar,Cincinnati,París,6370,Airbus A320,True,18291.0728,581,239799.27,Air_CiPa_11320,2.87144,A,Aterrizaje de emergencia,16:45 27/10/2023
MoldaviAir,París,Cincinnati,6370,Airbus A380,False,79528.176,444,397166.36,Mol_PaCi_11380,12.484800000000002,C,Sin incidencias,14:30 18/11/2023
PamPangea,Londres,París,344,Airbus A320,False,949.784,44,13591.51,Pam_LoPa_11320,2.761,A,Sin incidencias,19:30 25/07/2023
Airnar,Cincinnati,París,6370,Airbus A380,False,78791.804,444,394727.51,Air_CiPa_11380,12.3692,C,Sin incidencias,13:45 21/01/2023
TabarAir,Londres,Los Angeles,8785,Boeing 747,False,94584.581,605,502684.75,Tab_LoLo_10747,10.7666,B,Condiciones meteorológicas adversas,07:00 14/10/2023
PamPangea,Melbourne,Ginebra,16674,Boeing 737,True,43402.688784,1466,603793.24,Pam_MeGi_10737,2.603016,A,Aterrizaje de emergencia,12:45 04/03/2023
PamPangea,Bali,París,11980,Boeing 737,True,32092.40736,1029,429257.03,Pam_BaPa_10737,2.678832,A,Sambódromo entre pasajeros,22:15 04/02/2023
FlyQ,Nueva York,Ginebra,6206,Airbus A380,False,75328.428,433,402528.32,Fly_NuGi_11380,12.138,C,Sin incidencias,15:30 29/04/2023
MoldaviAir,Melbourne,París,16925,Airbus A380,True,215687.8672,1328,1026167.76,Mol_MePa_11380,12.743744,C,Sin incidencias,07:15 31/10/2023
Airnar,Bali,París,11980,Airbus A380,False,152337.68,818,743870.96,Air_BaPa_11380,12.716,C,Sin incidencias,12:00 09/06/2023
Airnar,Los Angeles,Cincinnati,3073,Airbus A320,False,8330.2884,242,125441.51,Air_LoCi_11320,2.7108,A,Amenaza de seguridad a bordo,11:45 18/07/2023
Airnar,Cincinnati,París,6370,Airbus A380,False,79528.176,444,413896.8,Air_CiPa_11380,12.484800000000002,C,Emergencia en el sistema de entretenimiento,11:15 15/05/2023
TabarAir,Roma,Nueva York,6877,Airbus A380,False,85062.98840000002,478,423549.43,Tab_RoNu_11380,12.369200000000005,C,Turbulencia severa y Fallo eléctrico general,23:00 03/06/2023
FlyQ,Barcelona,Bali,13058,Boeing 737,True,33990.18292800001,1191,467624.21,Fly_BaBa_10737,2.6030160000000007,A,Turbulencia severa,07:15 11/05/2023
TabarAir,Londres,Ginebra,739,Boeing 737,False,1867.6008,76,25015.65,Tab_LoGi_10737,2.5272,A,"Mal funcionamiento del tren de aterrizaje,",08:45 16/04/2023
TabarAir,Ginebra,Nueva York,6206,Boeing 737,False,15532.9974,491,215425.11,Tab_GiNu_10737,2.5029,A,Discusión a bordo,09:45 10/01/2023
TabarAir,Londres,Nueva York,5566,Boeing 737,False,13795.8876,442,189481.13,Tab_LoNu_10737,2.4786,A,Retraso extenso en la pista de despegue,21:30 19/02/2023
PamPangea,Bali,París,11980,Airbus A380,False,138488.8,818,730007.44,Pam_BaPa_11380,11.56,C,Sin incidencias,17:15 29/08/2023
Airnar,París,Cádiz,1447,Boeing 747,False,16504.7714,116,88928.31,Air_PaCa_10747,11.4062,C,Condiciones meteorológicas turbias,17:15 07/06/2023
MoldaviAir,Cádiz,Bali,12798,Airbus A380,False,149424.3288,873,835832.29,Mol_CaBa_11380,11.6756,C,Problemas con el catering y Fallo de los sistemas de comunicación,13:15 24/06/2023
Airnar,Cádiz,Cincinnati,6624,Airbus A320,True,18328.766976,600,265823.98,Air_CaCi_11320,2.767024,A,"Complicaciones con el suministro de combustible,",08:00 19/07/2023
Airnar,Cincinnati,Ginebra,6969,Airbus A320,True,19101.47148,624,263040.13,Air_CiGi_11320,2.74092,A,Emergencia médica a bordo,13:00 29/06/2023
